temperature,gas,smoke,noise,vibration,fan_status
8.727005942368123,3254,0,1661,0,1
37.53571532049581,863,0,834,0,0
26.599697090570253,2595,0,1462,1,0
19.93292420985183,3953,0,1679,0,1
-2.1990679778781743,3108,0,1719,0,1
-2.2002739831898674,3055,0,2142,0,1
-7.095819391590027,1037,0,2684,0,0
33.308807288746756,3994,0,319,0,1
20.05575058716044,2682,0,2440,0,0
25.403628889802278,594,0,1327,0,0
-8.970775285209879,1182,0,1828,0,0
38.49549260809972,1517,0,301,0,0
31.622132040021086,1352,1,1989,0,1
0.6169555339138082,613,0,2179,0,0
-0.9087516396449686,1872,0,1813,0,0
-0.8297745073283096,3154,0,2863,0,1
5.212112147976885,3627,0,852,0,1
16.237821581611893,1603,0,1116,0,0
11.597250932105787,1583,0,214,0,0
4.561457009902096,1592,0,2869,1,0
20.592644736118974,3658,0,1345,0,1
-3.025306967397908,3093,0,2329,0,1
4.607232426760907,1155,0,2918,0,0
8.318092164684586,464,0,568,0,0
12.803499210851797,1479,0,525,0,0
29.25879806965068,3373,0,1675,0,1
-0.01631089208201253,3002,0,1965,0,1
15.711721920680581,2977,0,933,0,0
19.620728443102124,1290,0,2128,1,0
-7.6774793640001135,2846,0,2632,1,0
20.37724259507192,2442,0,110,0,0
-1.4737938156354229,3191,0,1508,0,1
-6.747420350736024,2293,0,2189,0,0
37.44427686266666,567,0,1825,0,0
38.28160165372797,37,0,2270,0,0
30.419867405823055,244,0,2848,0,0
5.230688458668535,20,0,2399,0,0
-5.116394299680806,1133,0,1072,0,0
24.211651325607846,1629,0,703,0,0
12.007624686980066,393,0,312,0,0
-3.8980882577610583,1433,0,2415,1,0
14.75884550556351,986,0,2854,0,0
-8.28057394423908,1671,0,639,0,0
35.4660201039391,3814,0,805,0,1
2.938999080000846,2055,0,1858,0,0
23.126114217699097,3515,0,2766,0,1
5.585553804470548,2375,0,1784,0,0
16.00340105889054,1910,0,1258,0,0
17.335513967163983,289,0,597,0,0
-0.7572772237236478,1786,0,881,0,0
38.47923138822793,2558,0,2009,0,0
28.75664116805573,911,0,225,0,0
36.97494707820945,360,0,1626,0,0
34.74136752138244,3980,0,940,1,1
19.894998940554256,1622,0,1082,0,0
36.093711751155844,2763,0,1441,0,0
-5.575374897404025,218,0,111,0,0
-0.20085687904274074,4094,0,1600,0,1
-7.738635554473097,2453,0,1417,0,0
6.266516538163216,2015,0,1563,0,0
9.4338644844741,2040,0,1930,0,0
3.567451588694796,2044,0,615,0,0
31.436875457596464,2800,0,2463,0,0
7.837666334679465,2970,0,1803,0,0
4.046725484369038,831,0,1247,1,0
17.134804157912424,1793,0,2461,0,0
-2.953788751261868,3692,0,2694,0,1
30.109849037701984,1791,0,1648,0,0
-6.272467816011459,4064,0,2186,0,1
39.34434683002586,2841,0,2400,0,0
28.61223846483287,1243,0,2450,0,0
-0.06421592329138015,594,0,1078,0,0
-9.72389414381988,2154,0,2405,0,0
30.773071422741708,580,0,2689,0,0
25.342867192380858,2656,0,2106,0,0
26.450358402049368,1747,0,2787,0,0
28.563517334297288,3357,0,1946,0,1
-6.297767413295482,3820,0,2699,0,1
7.923286427213629,2055,0,2608,0,0
-4.206547023743514,2853,0,323,0,0
33.155171293779674,2236,0,2239,0,0
21.164906341377897,80,0,379,0,0
6.544901242632459,2155,0,1293,0,0
-6.822082485698818,1344,0,1919,0,0
5.54911608578311,1602,0,1857,0,0
6.259166101337353,2733,0,2145,0,0
26.480308916903205,345,0,347,0,0
21.877873567760656,1886,0,1484,1,0
34.36063712881633,2375,0,1472,0,0
13.610746258097464,554,0,2225,0,0
-4.0202877030849145,3770,0,2605,0,1
25.66223936114975,301,0,2733,0,0
28.03925243084487,199,0,144,0,0
18.063859878474812,2940,0,2185,0,0
28.54835899772805,3490,0,515,0,1
14.689779818219538,1062,0,2392,0,0
16.136641469099704,3803,0,2640,0,1
11.37705091792748,306,0,2470,0,0
-8.72904366279524,3075,0,1375,1,1
-4.605428650334778,1656,0,2615,0,0
-8.428540715663287,1871,0,1184,1,0
21.82052056318902,3148,0,1242,0,1
5.717799053816334,2515,0,186,0,0
15.428534558235139,2226,0,2227,1,0
35.37832369630465,2692,0,327,1,0
2.4646114574437465,1846,0,2630,0,0
10.519146151781488,1764,0,1938,1,0
27.777556927152432,275,0,722,0,0
1.4399082745811231,1175,0,1706,0,0
-6.151004508560351,3235,0,584,0,1
4.487572645688401,3361,0,2987,0,1
-1.9389356372997781,1401,0,124,0,0
36.484882617128655,2668,0,1914,0,0
30.40601897822085,637,0,1325,1,0
21.67018782552117,1775,0,1348,0,0
33.57302950938588,3381,0,878,1,1
30.183603844955726,929,0,1030,0,0
-0.6714970556982074,4050,0,2942,0,1
34.627949924498886,3984,0,1702,0,1
16.967112095782536,3460,0,1682,0,1
30.372007758203125,1880,0,852,0,0
34.80456499617466,3729,0,1813,0,1
5.900173748593193,3835,0,1200,0,1
-4.497403773616162,182,0,525,0,0
1.3967581270970832,1844,0,759,0,0
11.355389431312815,3377,0,1617,0,1
30.900738296124658,71,0,2832,0,0
33.036529162817175,3290,0,646,0,1
-9.652393473440465,2766,0,1200,0,0
15.537365128878285,3244,0,2202,0,1
10.870550157438949,1676,0,1596,1,0
1.1053905235365118,1295,1,1562,0,1
-4.00673163331586,2773,0,1835,0,0
6.880758570181399,3539,0,1871,0,1
37.14548519562596,2316,0,2461,1,0
6.160146601037763,1043,0,1443,0,0
15.939531087168305,2625,0,2367,0,0
25.15094794475889,3042,0,1494,0,1
8.1814801189647,814,0,1339,0,0
38.589104136048036,1526,0,148,0,0
38.122364747105564,2194,0,1920,0,0
2.5891147912682086,3500,1,2610,0,1
14.862425294619271,3236,0,2265,0,1
5.043915490838483,2937,0,2229,0,0
4.242024718873381,309,0,1846,0,0
-8.15565263227336,2565,1,595,0,1
20.478216698994842,2061,0,733,0,0
15.133951161443076,131,0,2984,1,0
-7.426062437500533,1877,0,701,0,0
3.932323211830571,2802,0,2917,0,0
35.41329429833269,2486,0,2820,1,0
1.9780945333486208,2790,0,275,0,0
-2.7552563954388454,739,1,2952,0,1
14.47263801387815,3745,0,738,0,1
39.282522705530035,794,0,396,0,0
2.10276357557502,2310,0,1383,0,0
23.606777370293926,2690,0,1974,0,0
28.08098076643588,4014,0,574,0,1
1.881877199619984,3296,0,1746,0,1
26.410817430592978,257,0,2058,1,0
8.38915663596266,1257,0,2683,0,0
21.615291529678974,3407,0,1160,0,1
21.676485538044734,2456,0,1888,0,0
16.788734203737924,1851,0,124,1,0
-5.485511497279585,974,0,448,0,0
31.7651247794619,1047,0,736,0,0
6.039003248586791,270,0,326,0,0
-0.6740744800072882,1118,0,1471,0,0
-7.961242922261804,141,0,137,0,0
19.54464715941209,3765,0,1506,0,1
23.878218092114118,3789,0,2717,0,1
-9.170608553607192,901,0,2383,0,0
15.60465291496405,3021,0,1304,0,1
1.3247887598968973,3152,0,2261,0,1
22.258639520472492,273,1,2453,0,1
-1.2816785497504277,2323,0,2279,0,0
24.546886905123294,3954,0,447,0,1
9.336767315026869,4029,0,1303,0,1
36.836499436836725,464,0,2562,0,0
-3.1239527927003374,1231,0,1082,0,0
7.053317552512926,1319,0,831,0,0
-4.326323937970546,3110,0,2801,1,1
36.23468091392814,4019,0,2532,0,1
33.86696766904905,287,0,2659,0,0
2.8970813857577795,3195,0,1166,0,1
22.999202301708955,875,0,1603,0,0
30.86111001006079,1992,0,1241,0,0
17.760040579973115,3354,0,1694,0,1
16.482528917800323,2925,0,2208,0,0
2.0926145450225846,2227,0,2700,0,0
-5.344861609705039,1120,1,1909,0,1
34.860787897666334,1214,0,2335,1,0
35.02090285816652,3145,0,552,0,1
21.655072863663396,446,0,2994,0,0
6.951489552435035,2832,0,2334,0,0
7.460478730633046,3568,0,1863,0,1
26.297783943511966,2608,0,263,0,0
34.85551299762886,2531,0,1547,0,0
34.354321213255865,2896,0,201,1,0
28.99377729288119,721,0,1552,0,0
22.101582307714388,2163,0,790,0,0
-5.793001750247559,2582,0,1550,0,0
-1.9185642952693112,3169,0,2725,0,1
34.927709426353964,1351,0,2758,0,0
20.321452982979498,3980,0,2066,0,1
-9.540147419168518,406,0,635,0,0
-4.9264228566983945,3384,0,2908,0,1
23.175088455402793,1725,0,2125,0,0
-9.746920807689065,693,0,1800,0,0
-1.9595974291250666,3219,0,1563,0,1
17.436689468329305,3413,0,1729,1,1
24.594759884634662,494,0,1978,0,0
22.598062975130027,947,0,223,0,0
1.2134654730279895,22,0,2815,0,0
25.608961067376796,1128,0,2496,0,0
1.862454374840004,1698,0,348,0,0
6.269984907963387,3650,0,2071,0,1
27.324570255901207,3873,0,1394,0,1
22.481644952360732,3872,0,1552,0,1
32.4611705247089,557,0,1693,0,0
22.880644615017168,1616,0,2854,1,0
18.415430166773582,940,0,812,0,0
-5.316261608595376,3730,1,346,0,1
8.385790152971676,1245,1,580,0,1
3.2601183840862724,2902,0,2245,0,0
2.1994821689541784,3086,0,2476,0,1
38.65052773762228,2938,0,1548,0,0
9.654886233338019,1656,0,1128,0,0
34.602327758855665,77,0,2113,0,0
21.556931299863145,1345,0,558,1,0
29.740565177082424,806,0,2943,0,0
15.131854655259605,3312,0,692,0,1
18.845194231317954,1041,0,597,0,0
14.625884690943195,767,0,2234,0,0
-0.23785061009777486,453,0,2549,0,0
26.122605763075263,3514,0,1416,0,1
4.03861812204279,2975,0,296,0,0
-8.784201678427308,2324,0,2911,0,0
22.27361479535839,1447,0,126,0,0
-1.1444660296475533,1499,0,1817,0,0
37.02292921764572,1050,1,2282,0,1
37.696428850129365,2561,0,1213,0,0
35.743219511022424,1888,0,2353,0,0
8.507935012772219,2511,1,1538,1,1
-9.227169173556629,2854,0,702,0,0
36.415928129386266,4053,0,1191,0,1
11.409207415865716,2871,0,461,1,0
38.33274095218348,362,0,1383,0,0
38.18099885446264,3454,0,2805,0,1
32.650472773368,2798,0,1186,0,0
4.722444603479284,524,0,2115,1,0
9.254886430096263,3453,0,1071,0,1
32.556833575842845,3255,0,1815,0,1
5.846100257813884,1217,0,1746,0,0
-1.5253626656953756,1485,0,1826,0,0
17.840063122917506,2103,0,1007,0,0
36.80773870803905,1253,0,345,0,0
24.801489833748647,2536,0,2425,0,0
18.50305850446825,3099,0,446,0,1
-5.1411753114615735,1855,0,2060,1,0
20.750361334958487,3654,0,471,0,1
39.50269250521316,721,0,908,0,0
-2.995799238173799,1983,0,2996,0,0
15.916482618186837,1207,0,2270,1,0
33.86865359639777,1448,0,259,0,0
27.03843088771022,1398,0,1250,0,0
24.850787049763397,3939,0,2884,1,1
25.12420419935546,2088,0,1434,0,0
7.974557560987758,1507,0,617,0,0
4.679592213224668,1003,0,1388,0,0
30.46805777392568,2307,0,845,0,0
30.50566973395904,2488,0,2435,0,0
33.35361592900519,925,0,519,0,0
35.66202762782356,855,0,1651,0,0
15.56711994304689,83,0,239,0,0
15.07581473435998,2093,0,1932,1,0
29.914758948338758,2487,0,806,0,0
22.49819653888826,3742,0,797,1,1
25.098343862885166,3927,0,574,1,1
